Enrollment ID,User ID,Course Name,User Level,Enrollment Date
2622,240,AI for Everyone,Beginner,2020-01-08
2623,741,Data Science,Intermediate,2022-12-02
2624,535,Data Science,Advanced,2023-12-14
2625,164,Data Science,Beginner,2023-08-10
2626,814,Deep Learning,Beginner,2023-10-11
2627,168,AI for Everyone,Advanced,2020-06-17
2628,203,AI for Everyone,Advanced,2023-05-26
2629,1000,Python Basics,Intermediate,2021-01-23
2630,979,Machine Learning,Advanced,2022-06-18
2631,18,AI for Everyone,Advanced,2020-02-20
2632,797,AI for Everyone,Advanced,2021-11-03
2633,921,Deep Learning,Intermediate,2023-12-23
2634,454,Deep Learning,Advanced,2023-06-25
2635,718,Python Basics,Beginner,2021-07-04
2636,946,Machine Learning,Intermediate,2022-06-08
2637,82,AI for Everyone,Intermediate,2023-11-07
2638,848,Data Science,Advanced,2023-11-20
2639,57,AI for Everyone,Advanced,2021-01-01
2640,916,Python Basics,Advanced,2020-12-22
2641,153,Data Science,Beginner,2022-01-26
2642,202,Machine Learning,Intermediate,2020-01-15
2643,671,Data Science,Advanced,2023-12-08
2644,437,AI for Everyone,Advanced,2021-09-19
2645,426,AI for Everyone,Advanced,2023-01-27
2646,159,Python Basics,Beginner,2023-10-17
2647,388,Deep Learning,Intermediate,2020-10-18
2648,860,Data Science,Intermediate,2020-09-17
2649,166,Deep Learning,Intermediate,2022-11-20
2650,325,Deep Learning,Intermediate,2021-05-05
2651,409,Python Basics,Beginner,2021-11-18
2652,623,Deep Learning,Beginner,2022-03-09
2653,332,Machine Learning,Beginner,2023-08-14
2654,916,Python Basics,Intermediate,2020-07-19
2655,824,AI for Everyone,Advanced,2023-02-13
2656,872,Deep Learning,Intermediate,2023-10-21
2657,568,Machine Learning,Beginner,2023-07-14
2658,989,Python Basics,Intermediate,2023-06-13
2659,530,Machine Learning,Intermediate,2020-02-09
2660,563,Data Science,Intermediate,2020-02-02
2661,265,Deep Learning,Beginner,2020-01-18
2662,778,Python Basics,Intermediate,2022-07-05
2663,396,Python Basics,Intermediate,2023-04-12
2664,357,Data Science,Beginner,2021-01-15
2665,226,Data Science,Beginner,2023-10-04
2666,562,Deep Learning,Intermediate,2023-10-12
2667,922,Python Basics,Intermediate,2022-12-10
2668,85,Data Science,Advanced,2020-11-24
2669,688,Machine Learning,Advanced,2022-11-03
2670,285,Machine Learning,Advanced,2021-02-28
2671,208,Data Science,Intermediate,2021-12-10
2672,183,Deep Learning,Beginner,2020-12-15
2673,257,AI for Everyone,Advanced,2022-03-19
2674,494,Data Science,Beginner,2021-12-06
2675,509,Machine Learning,Beginner,2022-01-15
2676,362,Machine Learning,Beginner,2021-04-18
2677,722,AI for Everyone,Intermediate,2021-05-13
2678,636,Python Basics,Intermediate,2023-07-01
2679,369,Data Science,Advanced,2020-08-07
2680,13,AI for Everyone,Intermediate,2020-11-26
2681,176,Machine Learning,Advanced,2022-01-09
2682,411,Data Science,Intermediate,2021-07-23
2683,81,Deep Learning,Beginner,2020-05-16
2684,499,Data Science,Intermediate,2020-06-13
2685,910,Data Science,Advanced,2021-09-07
2686,418,Deep Learning,Intermediate,2023-04-23
2687,296,Machine Learning,Intermediate,2023-03-26
2688,658,AI for Everyone,Beginner,2022-08-23
2689,423,AI for Everyone,Intermediate,2023-08-24
2690,706,Machine Learning,Intermediate,2020-06-26
2691,190,Data Science,Intermediate,2020-06-11
2692,946,Deep Learning,Advanced,2023-12-02
2693,153,Deep Learning,Intermediate,2022-11-23
2694,434,Deep Learning,Advanced,2022-09-28
2695,485,AI for Everyone,Beginner,2022-09-07
2696,298,Data Science,Beginner,2023-12-12
2697,268,Data Science,Beginner,2023-06-12
2698,495,Deep Learning,Intermediate,2022-08-21
2699,99,Data Science,Intermediate,2021-01-05
2700,831,AI for Everyone,Beginner,2022-11-23
2701,993,AI for Everyone,Intermediate,2022-04-19
2702,279,Machine Learning,Beginner,2023-12-10
2703,119,AI for Everyone,Beginner,2021-12-24
2704,480,Machine Learning,Advanced,2021-09-24
2705,983,Data Science,Intermediate,2022-01-25
2706,135,Machine Learning,Advanced,2020-03-09
2707,470,Deep Learning,Intermediate,2023-05-08
2708,802,Machine Learning,Advanced,2022-03-28
2709,407,Deep Learning,Beginner,2022-09-28
2710,883,Data Science,Beginner,2020-01-08
2711,408,Deep Learning,Advanced,2022-06-02
2712,832,Machine Learning,Intermediate,2023-03-03
2713,784,AI for Everyone,Intermediate,2023-10-26
2714,859,Python Basics,Advanced,2021-08-07
2715,188,AI for Everyone,Intermediate,2022-10-05
2716,586,Python Basics,Beginner,2021-06-02
2717,138,Deep Learning,Intermediate,2020-05-16
2718,741,AI for Everyone,Advanced,2022-10-08
2719,718,Machine Learning,Advanced,2021-08-19
2720,460,Python Basics,Advanced,2021-12-26
2721,689,Python Basics,Intermediate,2021-10-24
2722,260,Data Science,Beginner,2021-07-15
2723,955,Deep Learning,Advanced,2023-05-14
2724,886,Deep Learning,Intermediate,2022-09-04
2725,738,Python Basics,Intermediate,2020-04-16
2726,580,Data Science,Advanced,2022-05-27
2727,616,Python Basics,Beginner,2023-06-27
2728,244,Python Basics,Advanced,2021-08-06
2729,193,Machine Learning,Intermediate,2022-04-01
2730,133,Data Science,Intermediate,2020-06-22
2731,862,Machine Learning,Beginner,2023-03-05
2732,296,Data Science,Beginner,2020-07-06
2733,533,Data Science,Beginner,2022-06-09
2734,463,AI for Everyone,Intermediate,2021-05-02
2735,460,Deep Learning,Beginner,2022-05-19
2736,670,Deep Learning,Advanced,2022-06-07
2737,525,AI for Everyone,Intermediate,2020-02-12
2738,692,Data Science,Beginner,2021-04-18
2739,485,Deep Learning,Beginner,2023-07-03
2740,391,AI for Everyone,Beginner,2020-09-22
2741,259,AI for Everyone,Beginner,2022-04-13
2742,173,Data Science,Advanced,2023-06-02
2743,629,Machine Learning,Advanced,2022-06-12
2744,383,AI for Everyone,Intermediate,2022-11-16
2745,110,Machine Learning,Beginner,2020-03-03
2746,126,Deep Learning,Advanced,2023-12-25
2747,73,Machine Learning,Intermediate,2020-02-07
2748,222,Python Basics,Advanced,2022-10-22
2749,889,AI for Everyone,Beginner,2022-10-20
2750,982,Data Science,Advanced,2021-06-05
2751,699,Deep Learning,Advanced,2023-05-17
2752,744,AI for Everyone,Intermediate,2022-01-02
2753,337,Machine Learning,Beginner,2023-01-17
2754,663,Machine Learning,Intermediate,2022-08-26
2755,274,Machine Learning,Advanced,2021-01-05
2756,68,Deep Learning,Beginner,2021-10-22
2757,186,Data Science,Advanced,2023-09-09
2758,335,Python Basics,Beginner,2021-12-25
2759,666,Machine Learning,Advanced,2022-02-24
2760,859,AI for Everyone,Intermediate,2021-12-24
2761,917,Deep Learning,Advanced,2022-04-13
2762,228,Python Basics,Intermediate,2022-03-11
2763,835,Deep Learning,Beginner,2021-02-26
2764,68,AI for Everyone,Advanced,2023-12-05
2765,693,Data Science,Advanced,2022-06-18
2766,98,Python Basics,Intermediate,2022-09-10
2767,242,Python Basics,Advanced,2021-11-12
2768,213,Data Science,Beginner,2022-09-13
2769,48,Python Basics,Intermediate,2023-11-12
2770,818,AI for Everyone,Beginner,2022-01-09
2771,676,AI for Everyone,Beginner,2023-03-09
2772,267,Machine Learning,Advanced,2023-09-05
2773,255,Deep Learning,Intermediate,2021-12-21
2774,957,AI for Everyone,Beginner,2020-06-16
2775,4,AI for Everyone,Advanced,2023-04-01
2776,502,Python Basics,Beginner,2023-07-23
2777,70,AI for Everyone,Advanced,2022-04-10
2778,9,Machine Learning,Intermediate,2021-07-08
2779,157,Deep Learning,Intermediate,2022-01-15
2780,217,Data Science,Intermediate,2022-11-23
2781,419,Data Science,Beginner,2021-06-04
2782,223,Python Basics,Beginner,2021-01-27
2783,638,Machine Learning,Advanced,2022-03-03
2784,712,Deep Learning,Beginner,2022-10-20
2785,296,Python Basics,Intermediate,2021-02-07
2786,402,Data Science,Advanced,2023-02-26
2787,905,Data Science,Intermediate,2021-01-24
2788,185,Machine Learning,Intermediate,2021-09-22
2789,169,Machine Learning,Intermediate,2022-06-28
2790,752,AI for Everyone,Beginner,2023-06-16
2791,358,Python Basics,Intermediate,2022-06-16
2792,97,Python Basics,Intermediate,2022-10-25
2793,914,Machine Learning,Intermediate,2022-11-08
2794,905,Python Basics,Beginner,2022-05-13
2795,551,Data Science,Intermediate,2021-09-12
2796,588,Data Science,Beginner,2022-12-03
2797,31,Machine Learning,Beginner,2020-04-25
2798,467,Machine Learning,Advanced,2021-09-12
2799,898,AI for Everyone,Advanced,2021-05-11
2800,480,Data Science,Intermediate,2022-05-05
2801,569,Data Science,Intermediate,2020-11-14
2802,939,Machine Learning,Beginner,2022-11-25
2803,130,Python Basics,Beginner,2020-12-04
2804,376,Python Basics,Advanced,2022-03-06
2805,982,Data Science,Advanced,2022-09-27
2806,894,Data Science,Beginner,2021-02-23
2807,518,Machine Learning,Advanced,2023-08-09
2808,247,Deep Learning,Advanced,2020-07-04
2809,208,Deep Learning,Intermediate,2021-09-28
2810,25,Python Basics,Intermediate,2020-08-01
2811,802,AI for Everyone,Beginner,2022-01-22
2812,355,AI for Everyone,Advanced,2020-06-25
2813,245,Python Basics,Advanced,2022-08-09
2814,476,AI for Everyone,Intermediate,2020-10-17
2815,932,Python Basics,Advanced,2020-06-12
2816,913,AI for Everyone,Advanced,2023-10-12
2817,390,AI for Everyone,Advanced,2020-08-05
2818,752,Data Science,Beginner,2021-08-24
2819,481,Deep Learning,Advanced,2020-08-08
2820,734,Machine Learning,Beginner,2021-03-28
2821,799,AI for Everyone,Intermediate,2022-08-12
2822,124,Deep Learning,Beginner,2022-08-16
2823,521,Data Science,Intermediate,2021-04-21
2824,257,Deep Learning,Intermediate,2021-04-26
2825,90,Deep Learning,Intermediate,2022-11-25
2826,110,Python Basics,Intermediate,2023-08-14
2827,622,Machine Learning,Advanced,2020-11-13
2828,898,AI for Everyone,Advanced,2021-03-20
2829,610,Python Basics,Advanced,2023-11-12
2830,455,AI for Everyone,Intermediate,2022-01-25
2831,94,Deep Learning,Intermediate,2021-07-20
2832,13,Python Basics,Advanced,2023-03-24
2833,377,Python Basics,Intermediate,2021-09-17
2834,178,AI for Everyone,Intermediate,2022-03-25
2835,95,Deep Learning,Intermediate,2020-10-05
2836,777,Machine Learning,Intermediate,2020-08-22
2837,500,Deep Learning,Intermediate,2021-02-12
2838,196,Data Science,Advanced,2022-11-23
2839,12,Machine Learning,Advanced,2022-10-08
2840,266,Data Science,Intermediate,2020-10-01
2841,444,Data Science,Advanced,2023-05-19
2842,948,Python Basics,Advanced,2021-10-09
2843,125,Data Science,Beginner,2023-01-28
2844,389,Deep Learning,Intermediate,2022-09-01
2845,471,AI for Everyone,Beginner,2023-09-20
2846,883,Machine Learning,Intermediate,2021-12-25
2847,503,AI for Everyone,Advanced,2021-11-16
2848,560,AI for Everyone,Intermediate,2021-07-14
2849,718,Python Basics,Advanced,2020-07-10
2850,440,Python Basics,Beginner,2020-06-06
2851,352,Data Science,Intermediate,2023-01-15
2852,78,AI for Everyone,Beginner,2023-07-06
2853,919,Data Science,Intermediate,2020-10-09
2854,470,Deep Learning,Advanced,2020-06-08
2855,960,Machine Learning,Advanced,2021-02-09
2856,812,Data Science,Intermediate,2021-06-03
2857,97,Deep Learning,Intermediate,2023-07-18
2858,863,Data Science,Beginner,2022-09-04
2859,383,Deep Learning,Intermediate,2022-07-22
2860,767,Machine Learning,Beginner,2021-07-19
2861,771,Data Science,Intermediate,2020-11-13
2862,680,AI for Everyone,Advanced,2022-02-24
2863,664,Data Science,Intermediate,2020-12-02
2864,107,Deep Learning,Beginner,2021-04-23
2865,295,Python Basics,Advanced,2020-05-25
2866,742,Python Basics,Advanced,2022-08-09
2867,219,Python Basics,Beginner,2023-05-11
2868,181,Machine Learning,Beginner,2021-03-27
2869,543,Data Science,Advanced,2022-12-10
2870,956,Data Science,Intermediate,2020-07-01
2871,366,Data Science,Intermediate,2022-02-24
2872,977,Data Science,Advanced,2021-06-28
2873,941,Python Basics,Advanced,2022-05-09
2874,758,Python Basics,Intermediate,2021-10-12
2875,949,Machine Learning,Advanced,2022-05-11
2876,87,Deep Learning,Intermediate,2020-06-23
2877,786,AI for Everyone,Beginner,2020-07-16
2878,734,Deep Learning,Beginner,2021-10-07
2879,907,Machine Learning,Advanced,2020-05-01
2880,705,Data Science,Intermediate,2022-06-23
2881,239,Data Science,Advanced,2023-08-07
2882,666,Machine Learning,Intermediate,2022-01-12
2883,87,Deep Learning,Beginner,2021-01-17
2884,255,Machine Learning,Intermediate,2020-03-01
2885,862,Machine Learning,Beginner,2020-06-23
2886,71,AI for Everyone,Beginner,2020-07-26
2887,118,Deep Learning,Advanced,2022-11-25
2888,860,Data Science,Intermediate,2023-05-24
2889,905,Python Basics,Beginner,2021-06-03
2890,993,Deep Learning,Intermediate,2022-11-18
2891,523,Deep Learning,Beginner,2023-01-04
2892,644,Machine Learning,Intermediate,2020-10-22
2893,367,Data Science,Intermediate,2023-04-26
2894,206,Machine Learning,Advanced,2021-12-04
2895,224,Deep Learning,Beginner,2023-03-19
2896,426,Data Science,Advanced,2021-06-15
2897,994,Deep Learning,Beginner,2021-07-03
2898,201,Python Basics,Advanced,2022-11-28
2899,225,Machine Learning,Beginner,2020-09-14
2900,479,Python Basics,Advanced,2020-03-15
2901,203,Machine Learning,Advanced,2022-03-28
2902,811,Deep Learning,Intermediate,2022-08-02
2903,416,Python Basics,Intermediate,2021-11-12
2904,600,Deep Learning,Beginner,2023-09-09
2905,216,Machine Learning,Intermediate,2020-05-14
2906,53,AI for Everyone,Advanced,2020-04-17
2907,769,Python Basics,Beginner,2021-11-02
2908,624,AI for Everyone,Intermediate,2022-04-16
2909,166,AI for Everyone,Intermediate,2022-11-14
2910,675,Python Basics,Advanced,2022-02-03
2911,715,Data Science,Beginner,2020-11-02
2912,950,Machine Learning,Advanced,2020-12-02
2913,65,AI for Everyone,Intermediate,2021-12-03
2914,480,AI for Everyone,Intermediate,2022-03-26
2915,829,Data Science,Beginner,2022-05-15
2916,858,Deep Learning,Intermediate,2020-03-05
2917,613,AI for Everyone,Intermediate,2023-01-16
2918,777,Data Science,Beginner,2021-03-06
2919,298,Data Science,Beginner,2021-08-11
2920,893,Data Science,Beginner,2022-11-04
2921,975,Data Science,Beginner,2020-06-26
2922,165,Deep Learning,Intermediate,2021-12-28
2923,408,Machine Learning,Advanced,2023-02-15
2924,64,Deep Learning,Advanced,2021-06-05
2925,193,Deep Learning,Advanced,2020-05-16
2926,1,Python Basics,Advanced,2021-10-18
2927,933,Python Basics,Advanced,2022-04-11
2928,782,AI for Everyone,Advanced,2020-02-05
2929,927,Python Basics,Advanced,2021-09-27
2930,173,AI for Everyone,Beginner,2023-09-28
2931,701,Python Basics,Intermediate,2020-03-26
2932,856,Machine Learning,Intermediate,2023-12-28
2933,886,Data Science,Beginner,2021-09-24
2934,370,AI for Everyone,Advanced,2022-06-03
2935,46,Machine Learning,Intermediate,2023-11-28
2936,885,Python Basics,Intermediate,2020-04-18
2937,393,AI for Everyone,Beginner,2020-09-22
2938,467,Machine Learning,Advanced,2021-08-17
2939,811,Machine Learning,Intermediate,2020-06-16
2940,289,Data Science,Intermediate,2021-01-15
2941,822,AI for Everyone,Advanced,2020-12-11
2942,334,Python Basics,Advanced,2021-05-18
2943,893,Deep Learning,Beginner,2020-11-09
2944,797,Machine Learning,Intermediate,2021-01-06
2945,271,Machine Learning,Beginner,2020-06-18
2946,92,Data Science,Advanced,2020-10-23
2947,894,Data Science,Intermediate,2023-12-24
2948,908,Data Science,Intermediate,2023-03-21
2949,952,Machine Learning,Beginner,2023-05-25
2950,314,Data Science,Beginner,2020-08-10
2951,293,Data Science,Advanced,2021-06-28
2952,181,Data Science,Beginner,2020-03-07
2953,510,Machine Learning,Intermediate,2021-05-08
2954,884,Machine Learning,Beginner,2020-07-09
2955,787,Python Basics,Intermediate,2020-09-09
2956,226,AI for Everyone,Advanced,2023-09-09
2957,303,Machine Learning,Intermediate,2022-02-05
2958,349,AI for Everyone,Intermediate,2020-02-13
2959,952,AI for Everyone,Advanced,2023-09-24
2960,628,AI for Everyone,Beginner,2023-12-10
2961,161,Data Science,Intermediate,2021-12-04
2962,45,AI for Everyone,Advanced,2021-10-05
2963,409,Machine Learning,Beginner,2021-01-11
2964,480,Machine Learning,Intermediate,2021-11-16
2965,241,Data Science,Intermediate,2020-08-07
2966,817,AI for Everyone,Intermediate,2020-07-07
2967,387,Deep Learning,Beginner,2022-10-17
2968,940,Machine Learning,Advanced,2020-10-26
2969,744,Deep Learning,Intermediate,2022-02-23
2970,121,Python Basics,Beginner,2022-11-18
2971,841,Deep Learning,Advanced,2023-04-03
2972,768,Deep Learning,Beginner,2023-01-04
2973,537,Machine Learning,Intermediate,2023-07-11
2974,324,AI for Everyone,Beginner,2022-07-25
2975,281,Machine Learning,Intermediate,2023-03-28
2976,973,Deep Learning,Advanced,2023-04-26
2977,451,AI for Everyone,Beginner,2023-10-28
2978,927,Python Basics,Advanced,2022-10-14
2979,196,AI for Everyone,Intermediate,2022-03-13
2980,428,Data Science,Beginner,2020-11-13
2981,789,Machine Learning,Beginner,2020-06-08
2982,301,Deep Learning,Beginner,2022-10-20
2983,562,AI for Everyone,Intermediate,2021-12-20
2984,27,Deep Learning,Advanced,2020-10-24
2985,379,Python Basics,Intermediate,2022-04-13
2986,19,Python Basics,Intermediate,2022-04-02
2987,243,Machine Learning,Advanced,2020-08-24
2988,578,Data Science,Advanced,2020-10-20
2989,195,Machine Learning,Beginner,2022-07-04
2990,515,Python Basics,Intermediate,2022-04-27
2991,537,AI for Everyone,Advanced,2021-12-17
2992,806,Machine Learning,Intermediate,2022-02-28
2993,725,Data Science,Beginner,2023-04-02
2994,552,AI for Everyone,Advanced,2022-03-02
2995,394,AI for Everyone,Intermediate,2023-05-14
2996,958,Python Basics,Beginner,2022-09-21
2997,738,Deep Learning,Advanced,2021-04-21
2998,202,Python Basics,Intermediate,2023-11-09
2999,881,Data Science,Advanced,2022-04-03
3000,966,Machine Learning,Beginner,2021-12-24
3001,729,AI for Everyone,Beginner,2020-04-22
3002,542,AI for Everyone,Intermediate,2021-10-21
3003,16,Data Science,Beginner,2021-07-15
3004,957,Deep Learning,Intermediate,2021-06-08
3005,743,Machine Learning,Beginner,2022-09-25
3006,292,Python Basics,Beginner,2022-01-24
3007,705,Python Basics,Intermediate,2021-09-02
3008,40,Deep Learning,Beginner,2021-12-03
3009,17,Machine Learning,Beginner,2021-05-25
3010,415,Deep Learning,Advanced,2021-03-06
3011,696,Machine Learning,Intermediate,2023-02-23
3012,422,Python Basics,Beginner,2023-03-08
3013,897,Deep Learning,Advanced,2021-06-26
3014,977,AI for Everyone,Advanced,2021-05-11
3015,184,Data Science,Advanced,2023-04-04
3016,394,Python Basics,Advanced,2020-09-14
3017,412,Machine Learning,Beginner,2020-03-26
3018,520,Data Science,Advanced,2022-09-24
3019,351,Machine Learning,Intermediate,2023-11-11
3020,584,Deep Learning,Intermediate,2022-05-22
3021,7,Data Science,Advanced,2022-02-25
3022,996,Deep Learning,Advanced,2023-07-09
3023,983,Python Basics,Advanced,2021-05-25
3024,840,Machine Learning,Intermediate,2022-11-05
3025,105,Deep Learning,Advanced,2022-07-12
3026,233,Machine Learning,Advanced,2022-12-27
3027,83,AI for Everyone,Advanced,2022-09-06
3028,773,Machine Learning,Beginner,2020-12-12
3029,609,Machine Learning,Intermediate,2020-11-18
3030,122,Python Basics,Intermediate,2021-03-10
3031,295,Machine Learning,Advanced,2022-06-03
3032,22,Deep Learning,Intermediate,2021-01-27
3033,250,AI for Everyone,Advanced,2022-01-14
3034,314,Deep Learning,Intermediate,2021-01-07
3035,813,Machine Learning,Intermediate,2021-07-27
3036,38,Data Science,Intermediate,2021-01-07
3037,359,Machine Learning,Beginner,2022-01-08
3038,32,Data Science,Advanced,2022-06-05
3039,229,Python Basics,Advanced,2022-09-03
3040,743,Deep Learning,Beginner,2023-10-10
3041,203,Deep Learning,Advanced,2021-07-03
3042,991,Machine Learning,Beginner,2023-05-12
3043,652,Data Science,Intermediate,2023-01-01
3044,185,AI for Everyone,Intermediate,2022-05-17
3045,414,AI for Everyone,Beginner,2023-01-06
3046,144,Data Science,Advanced,2020-08-08
3047,850,Data Science,Beginner,2022-02-07
3048,292,Deep Learning,Beginner,2023-02-19
3049,788,AI for Everyone,Intermediate,2020-10-01
3050,391,AI for Everyone,Beginner,2021-02-12
3051,707,Python Basics,Beginner,2023-11-05
3052,387,AI for Everyone,Beginner,2020-06-08
3053,293,Deep Learning,Advanced,2022-11-22
3054,598,Machine Learning,Intermediate,2023-02-27
3055,825,Data Science,Advanced,2020-01-26
3056,953,Machine Learning,Beginner,2023-11-18
3057,191,Deep Learning,Advanced,2023-11-01
3058,268,Deep Learning,Beginner,2022-10-03
3059,460,Deep Learning,Advanced,2021-01-04
3060,123,Python Basics,Intermediate,2022-12-15
3061,891,Python Basics,Intermediate,2023-11-28
3062,317,Python Basics,Intermediate,2020-08-01
3063,897,Data Science,Advanced,2021-09-03
3064,995,Deep Learning,Beginner,2022-02-18
3065,755,AI for Everyone,Beginner,2023-01-21
3066,977,Deep Learning,Intermediate,2020-02-09
3067,35,Data Science,Intermediate,2023-06-01
3068,931,Data Science,Intermediate,2021-04-14
3069,784,Data Science,Advanced,2021-02-13
3070,319,AI for Everyone,Advanced,2022-10-02
3071,754,AI for Everyone,Intermediate,2023-01-22
3072,526,Deep Learning,Beginner,2023-05-18
3073,885,Machine Learning,Intermediate,2022-12-05
3074,866,AI for Everyone,Intermediate,2022-02-09
3075,161,Data Science,Beginner,2020-08-12
3076,927,Python Basics,Beginner,2023-12-24
3077,1000,Python Basics,Advanced,2022-02-14
3078,636,Data Science,Intermediate,2023-02-17
3079,598,Machine Learning,Intermediate,2021-12-14
3080,566,Python Basics,Advanced,2020-04-04
3081,397,Python Basics,Beginner,2023-02-17
3082,597,Deep Learning,Beginner,2020-03-09
3083,676,Python Basics,Intermediate,2023-04-18
3084,81,Machine Learning,Intermediate,2023-03-10
3085,379,Python Basics,Intermediate,2023-02-12
3086,351,Python Basics,Intermediate,2021-11-20
3087,916,Deep Learning,Beginner,2023-05-18
3088,51,Deep Learning,Advanced,2022-10-09
3089,451,Deep Learning,Beginner,2021-02-26
3090,389,Machine Learning,Intermediate,2021-11-22
3091,268,AI for Everyone,Beginner,2023-06-20
3092,655,AI for Everyone,Advanced,2020-09-05
3093,612,Deep Learning,Advanced,2023-09-17
3094,169,Python Basics,Advanced,2022-11-21
3095,972,Deep Learning,Intermediate,2022-01-02
3096,720,Data Science,Beginner,2023-12-25
3097,30,Python Basics,Beginner,2021-09-04
3098,217,Python Basics,Beginner,2023-12-15
3099,430,AI for Everyone,Advanced,2021-08-08
3100,476,Python Basics,Advanced,2020-04-25
3101,539,Python Basics,Beginner,2021-08-25
3102,477,Deep Learning,Advanced,2023-08-20
3103,358,AI for Everyone,Advanced,2022-01-27
3104,918,Machine Learning,Beginner,2021-10-16
3105,138,AI for Everyone,Advanced,2023-12-04
3106,311,Data Science,Advanced,2023-11-24
3107,788,Machine Learning,Advanced,2022-06-25
3108,279,Data Science,Beginner,2021-11-02
3109,494,Machine Learning,Beginner,2020-08-13
3110,264,Data Science,Beginner,2022-03-25
3111,834,Deep Learning,Advanced,2021-05-01
3112,819,Data Science,Beginner,2022-08-22
3113,907,Deep Learning,Beginner,2022-08-25
3114,610,Python Basics,Beginner,2021-08-15
3115,676,Data Science,Advanced,2021-08-14
3116,788,Python Basics,Advanced,2022-04-27
3117,46,Python Basics,Advanced,2020-10-02
3118,366,AI for Everyone,Intermediate,2023-01-05
3119,185,AI for Everyone,Intermediate,2022-05-26
3120,20,Data Science,Intermediate,2022-05-05
3121,398,Machine Learning,Beginner,2023-02-04
3122,310,Python Basics,Beginner,2020-06-14
3123,1,Machine Learning,Beginner,2021-11-15
3124,230,Machine Learning,Beginner,2020-06-11
3125,548,Deep Learning,Intermediate,2022-04-09
3126,477,AI for Everyone,Advanced,2023-03-06
3127,942,AI for Everyone,Advanced,2021-10-20
3128,464,Data Science,Beginner,2020-04-25
3129,519,AI for Everyone,Beginner,2022-08-21
3130,968,Data Science,Beginner,2020-08-10
3131,631,Data Science,Advanced,2022-11-23
3132,534,AI for Everyone,Intermediate,2022-06-23
3133,688,Data Science,Advanced,2022-11-01
3134,340,Deep Learning,Intermediate,2023-01-22
3135,446,Python Basics,Beginner,2023-08-17
3136,431,Python Basics,Advanced,2020-01-14
3137,787,Data Science,Intermediate,2020-01-21
3138,543,Machine Learning,Advanced,2020-07-19
3139,355,AI for Everyone,Advanced,2023-06-24
3140,125,Data Science,Beginner,2022-05-06
3141,84,AI for Everyone,Advanced,2023-02-11
3142,108,Data Science,Intermediate,2021-02-14
3143,625,Machine Learning,Advanced,2022-09-20
3144,159,Machine Learning,Intermediate,2021-02-08
3145,128,Python Basics,Intermediate,2022-06-05
3146,187,Machine Learning,Advanced,2020-08-02
3147,693,AI for Everyone,Advanced,2020-01-22
3148,747,Data Science,Intermediate,2022-08-02
3149,702,Machine Learning,Intermediate,2022-10-11
3150,995,Machine Learning,Advanced,2023-07-16
3151,517,Data Science,Intermediate,2020-02-12
3152,993,Data Science,Intermediate,2023-04-07
3153,909,AI for Everyone,Beginner,2022-01-06
3154,289,Python Basics,Beginner,2022-05-14
3155,59,Machine Learning,Advanced,2021-10-26
3156,710,Python Basics,Advanced,2023-09-01
3157,57,Data Science,Advanced,2021-12-24
3158,867,Data Science,Intermediate,2021-12-28
3159,914,Data Science,Beginner,2020-09-07
3160,845,Machine Learning,Intermediate,2020-11-26
3161,970,Python Basics,Beginner,2023-12-09
3162,336,Python Basics,Advanced,2021-10-07
3163,33,Python Basics,Beginner,2023-08-22
3164,381,Data Science,Intermediate,2020-03-14
3165,97,Data Science,Advanced,2023-02-17
3166,446,Deep Learning,Intermediate,2023-01-25
3167,587,Deep Learning,Advanced,2022-06-08
3168,788,Data Science,Beginner,2020-02-26
3169,688,AI for Everyone,Advanced,2023-07-18
3170,580,AI for Everyone,Beginner,2020-07-01
3171,764,Python Basics,Intermediate,2022-04-24
3172,965,Machine Learning,Beginner,2022-04-14
3173,513,Python Basics,Intermediate,2022-12-03
3174,986,Machine Learning,Beginner,2022-07-12
3175,933,Deep Learning,Advanced,2020-12-18
3176,91,Data Science,Intermediate,2023-03-21
3177,275,Data Science,Beginner,2023-03-28
3178,33,AI for Everyone,Beginner,2021-11-11
3179,41,Python Basics,Advanced,2020-04-27
3180,528,Python Basics,Beginner,2020-01-23
3181,751,AI for Everyone,Beginner,2023-01-19
3182,165,Machine Learning,Beginner,2020-04-21
3183,358,AI for Everyone,Beginner,2021-09-14
3184,886,Python Basics,Beginner,2020-11-05
3185,701,Python Basics,Advanced,2020-08-04
3186,896,Machine Learning,Advanced,2022-09-14
3187,427,Python Basics,Advanced,2021-11-19
3188,70,Machine Learning,Beginner,2021-03-03
3189,962,Python Basics,Intermediate,2021-06-23
3190,595,Python Basics,Intermediate,2021-05-28
3191,704,Machine Learning,Advanced,2023-10-19
3192,19,Data Science,Intermediate,2022-11-24
3193,982,Deep Learning,Intermediate,2021-02-22
3194,36,Data Science,Intermediate,2021-06-20
3195,388,Deep Learning,Advanced,2023-11-01
3196,347,Machine Learning,Intermediate,2021-08-15
3197,952,Deep Learning,Advanced,2020-12-18
3198,970,Python Basics,Advanced,2023-08-17
3199,493,Data Science,Advanced,2020-07-04
3200,593,Machine Learning,Beginner,2020-09-27
3201,704,Deep Learning,Beginner,2020-06-05
3202,658,AI for Everyone,Intermediate,2022-01-06
3203,281,Data Science,Advanced,2021-03-02
3204,961,Machine Learning,Advanced,2023-09-02
3205,574,AI for Everyone,Advanced,2022-09-01
